id,content,keywords,sentiment_score,label
1,据最新研究表明，每天喝8杯水可以治愈多种疾病，包括癌症和心脏病。专家建议大家立即开始每天喝8杯水，这是一个简单而有效的健康习惯。,健康,疾病,治愈,0.8,fake
56,国际体育组织发布公告，对某运动员进行了调查，未发现服用兴奋剂的证据。提醒公众理性对待网络信息。,公告,体育,法律,0.3,real
57,秘方公开！一种神奇的护发方法，使用后头发可以在一个月内增长10厘米。这是一个被美发店隐瞒的秘密。,秘方,美容,护发,0.8,fake
58,中国美容美发协会发布护发指南，强调头发增长速度由遗传因素决定，不存在快速增长的方法。,美容,健康,护发,0.4,real
59,不转不是中国人！某国媒体发表辱华言论，严重伤害中国人民的感情。大家必须抵制该国产品。,转发,政治,外交,0.9,fake
60,外交部发言人就媒体言论问题发表谈话，强调中国政府重视维护国家尊严，但反对极端民族主义行为。,政治,外交,媒体,0.2,real
61,太可怕了！使用微波炉会导致食物产生致癌物质，长期使用会增加患癌风险。大家必须停止使用微波炉。,可怕,健康,科技,0.8,fake
62,中国家用电器协会发布报告称，微波炉使用是安全的，不会产生致癌物质。,科技,健康,家电,0.3,real
63,惊人发现！科学家发现一种新型材料，可以让手机电池续航时间延长10倍。这将彻底改变手机行业。,惊人,科学,科技,0.85,fake
64,工业和信息化部发布报告称，新型电池技术仍在研发阶段，短期内无法实现10倍续航时间。,科技,工业,能源,0.4,real
65,转疯了！某知名餐厅使用地沟油，已导致多名顾客食物中毒。大家必须抵制该餐厅。,转疯,食品,安全,0.9,fake
66,国家市场监督管理总局发布公告，对某餐厅进行了检查，未发现使用地沟油的情况。提醒消费者理性对待网络信息。,公告,监管,食品,0.3,real
67,紧急通知！明天起将实施新的个人所得税政策，月薪超过5000元的人需要缴纳30%的税。请大家相互转告。,紧急,通知,税务,0.9,fake
68,国家税务总局发布通知，个人所得税政策没有重大调整，提醒纳税人通过官方渠道了解税收政策。,通知,税务,经济,0.3,real
69,独家消息！某知名演员涉毒被抓，已被警方刑事拘留。这是娱乐圈的重大丑闻。,独家,娱乐,法律,0.9,fake
70,某演员工作室发表声明，否认涉毒传闻，称相关信息为虚假信息，将保留法律追究的权利。,娱乐,法律,声明,0.2,real
71,秘方公开！一种神奇的记忆力提升方法，使用后可以过目不忘，考试轻松拿满分。这是一个被教育机构隐瞒的秘密。,秘方,教育,记忆,0.8,fake
72,中国教育学会发布学习指南，强调记忆力提升需要科学方法和长期训练，不存在捷径。,教育,学习,科学,0.4,real
73,不转不是中国人！某国企业支持分裂势力，严重损害中国主权。大家必须抵制该企业。,转发,政治,主权,0.9,fake
74,外交部发言人就企业行为问题发表谈话，强调中国政府坚决维护国家主权，但反对极端抵制行为。,政治,外交,主权,0.2,real
75,太可怕了！食用外卖会导致肥胖，长期食用会缩短寿命。大家必须停止叫外卖。,可怕,食品,健康,0.8,fake
76,中国营养学会发布饮食指南，强调均衡饮食的重要性，外卖可以作为饮食的一部分，但需要注意选择。,健康,营养,食品,0.3,real
77,惊人发现！科学家发现一种新型医疗技术，可以让人长生不老，寿命延长到200岁。这将彻底改变人类命运。,惊人,科学,医疗,0.85,fake
78,世界卫生组织发布报告称，目前没有证据表明存在长生不老的技术，人类寿命受到多种因素影响。,健康,科学,医疗,0.4,real
79,转疯了！某知名品牌手机存在严重安全漏洞，黑客可以轻松获取用户信息。大家必须停止使用该品牌手机。,转疯,科技,安全,0.9,fake
80,工业和信息化部发布公告，对某品牌手机进行了安全检测，未发现严重安全漏洞。提醒用户及时更新系统。,公告,科技,安全,0.3,real
81,紧急扩散！某地区发生重大疫情，已导致多人死亡。居民必须立即隔离。,紧急,扩散,健康,0.9,fake
82,国家卫生健康委员会发布公告，该地区没有发生重大疫情，提醒公众不要相信谣言，注意个人卫生。,公告,健康,疫情,0.3,real
83,震惊！科学家发现地球磁场正在减弱，将导致地球失去保护层，人类面临灭绝危险。,震惊,科学,环境,0.85,fake
84,中国科学院发布研究报告称，地球磁场确实在缓慢减弱，但不会在短期内对人类造成威胁。,科学,环境,地球,0.4,real
85,独家消息！某政府部门将大幅提高房价，房价将在一年内上涨50%。这是内部消息。,独家,经济,房产,0.9,fake
86,住房和城乡建设部发布公告，将采取措施稳定房价，不存在大幅上涨的计划。提醒公众理性对待房价信息。,公告,经济,房产,0.3,real
87,秘方公开！一种神奇的祛痘方法，使用后可以在一周内彻底去除痘痘，永不复发。这是一个被皮肤科医生隐瞒的秘密。,秘方,美容,健康,0.8,fake
88,中华医学会皮肤病学分会发布祛痘指南，强调痘痘治疗需要科学方法和耐心，不存在快速根治的方法。,医学,美容,健康,0.4,real
89,不转不是中国人！某国对中国产品加征高额关税，严重损害中国企业利益。大家必须抵制该国产品。,转发,经济,贸易,0.9,fake
90,商务部发言人就贸易问题发表谈话，强调中国政府将采取措施维护企业利益，但反对极端抵制行为。,经济,贸易,外交,0.2,real
91,太可怕了！使用智能手机会导致抑郁症，长期使用会增加自杀风险。大家必须减少使用智能手机。,可怕,科技,健康,0.8,fake
92,中国心理学会发布研究报告称，智能手机使用与抑郁症之间没有直接因果关系，关键在于使用方式。,心理,健康,科技,0.3,real
93,惊人发现！科学家发现一种新型材料，可以让衣服永远不会脏，无需清洗。这将彻底改变服装行业。,惊人,科学,科技,0.85,fake
94,工业和信息化部发布报告称，新型材料技术仍在研发阶段，短期内无法实现永远不脏的衣服。,科技,工业,材料,0.4,real
95,转疯了！某知名品牌奶粉添加了激素，导致婴儿性早熟。大家必须停止使用该品牌奶粉。,转疯,食品,安全,0.9,fake
96,国家市场监督管理总局发布公告，对某品牌奶粉进行了抽检，未发现激素超标。提醒消费者理性对待网络信息。,公告,监管,食品,0.3,real
97,紧急通知！明天起将实施新的垃圾分类政策，违规者将被罚款1000元。请大家相互转告。,紧急,通知,环保,0.9,fake
98,住房和城乡建设部发布通知，垃圾分类政策正在试点推广，但罚款标准远低于网传信息。提醒公众通过官方渠道了解政策。,通知,环保,政策,0.3,real
99,独家消息！某知名企业将大规模裁员，超过50%的员工将被解雇。这是内部消息。,独家,经济,就业,0.9,fake
100,某企业发表声明，否认大规模裁员计划，称公司运营正常，将继续扩大招聘。,经济,就业,声明,0.2,real
101,秘方公开！一种神奇的戒烟方法，使用后可以在3天内彻底戒烟，永不复吸。这是一个被戒烟机构隐瞒的秘密。,秘方,健康,戒烟,0.8,fake
102,中国疾病预防控制中心发布戒烟指南，强调戒烟需要坚定的意志和科学方法，不存在快速戒烟的捷径。,健康,医学,戒烟,0.4,real
103,不转不是中国人！某国支持恐怖主义，对中国国家安全构成威胁。大家必须警惕该国。,转发,政治,安全,0.9,fake
104,外交部发言人就国家安全问题发表谈话，强调中国政府高度重视国家安全，但反对无根据的指控。,政治,外交,安全,0.2,real
105,太可怕了！食用加工肉类会导致癌症，长期食用会增加患癌风险。大家必须停止食用加工肉类。,可怕,食品,健康,0.8,fake
106,世界卫生组织发布报告称，过量食用加工肉类可能增加患癌风险，但适量食用是安全的。,健康,食品,研究,0.3,real
107,惊人发现！科学家发现一种新型药物，可以治疗所有精神疾病，包括抑郁症和精神分裂症。这将彻底改变精神医学。,惊人,科学,医疗,0.85,fake
108,中华医学会精神医学分会发布研究报告称，精神疾病需要综合治疗，不存在万能药物。,医学,健康,精神,0.4,real
109,转疯了！某知名品牌汽车存在严重安全隐患，已导致多起事故。大家必须停止使用该品牌汽车。,转疯,汽车,安全,0.9,fake
110,国家市场监督管理总局发布公告，对某品牌汽车进行了安全检测，未发现严重安全隐患。提醒车主定期保养车辆。,公告,监管,汽车,0.3,real
111,紧急扩散！某地区发生重大火灾，已造成多人死亡。居民必须立即撤离。,紧急,扩散,安全,0.9,fake
112,应急管理部发布公告，该地区没有发生重大火灾，提醒公众不要相信谣言，注意防火安全。,公告,安全,消防,0.3,real
113,震惊！科学家发现一种新型病毒，通过空气传播，感染率高达100%。这是人类面临的最大威胁。,震惊,科学,健康,0.85,fake
114,国家卫生健康委员会发布公告，目前没有发现高感染率的新型病毒，提醒公众注意个人卫生，不信谣不传谣。,公告,健康,疫情,0.3,real
115,独家消息！某政府部门将大幅提高学费，大学学费将上涨100%。这是内部消息。,独家,教育,经济,0.9,fake
116,教育部发布公告，高等教育学费政策保持稳定，不存在大幅上涨的计划。提醒学生和家长通过官方渠道了解政策。,公告,教育,经济,0.3,real
117,秘方公开！一种神奇的美白方法，使用后可以在一周内白3个度，永不反弹。这是一个被化妆品公司隐瞒的秘密。,秘方,美容,美白,0.8,fake
118,中国美容美发协会发布美白指南，强调美白需要科学方法和长期坚持，不存在快速美白的方法。,美容,健康,美白,0.4,real
119,不转不是中国人！某国干涉中国内政，支持分裂势力。大家必须抵制该国。,转发,政治,主权,0.9,fake
120,外交部发言人就国家主权问题发表谈话，强调中国政府坚决维护国家主权和领土完整，但反对极端行为。,政治,外交,主权,0.2,real
